race,state,year,office,seat,stname,fips,region,division,pollster,cosponsor1,cosponsor2,n,pop,method,party,end.date,vote.dem,vote.rep,vote.oth,vote.dk,real.dem,real.rep,real.oth,turnout,dem,rep,poll.candidates
NY:2010:House:20,NY,2010,House,20,New York,,,,"Siena",,,603,Likely.Voters,Phone,NonPartisan,2010-09-14,54.0,37.0,,10.0,44.6,55.4,0.0,222766,Murphy,Gibson,2
NY:2010:House:20,NY,2010,House,20,New York,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,45.0,40.0,,14.0,44.6,55.4,0.0,222766,Murphy,Gibson,2
NY:2010:House:22,NY,2010,House,22,New York,,,,"Abacus Associates (D-Hinchey)","Maurice Hinchey",,403,Likely.Voters,Phone,Democratic,2010-10-21,51.0,34.0,,,52.4,47.6,0.0,172998,Hinchey,Phillips,2
NY:2010:House:22,NY,2010,House,22,New York,,,,"Magellan (R)",,,1150,Likely.Voters,Phone,NonPartisan,2010-10-19,43.0,43.0,,,52.4,47.6,0.0,172998,Hinchey,Phillips,2
NY:2010:House:23,NY,2010,House,23,New York,,,,"Siena",,,623,Likely.Voters,Phone,NonPartisan,2010-10-26,40.0,37.0,15.0,,48.1,45.8,6.1,158695,Owens,Doheny,3
NY:2010:House:23,NY,2010,House,23,New York,,,,"Siena",,,607,Likely.Voters,Phone,NonPartisan,2010-10-07,39.0,44.0,4.0,13.0,48.1,45.8,6.1,158695,Owens,Doheny,2
NY:2010:House:23,NY,2010,House,23,New York,,,,"POS (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-09-23,37.0,51.0,,,48.1,45.8,6.1,158695,Owens,Doheny,2
NY:2010:House:23,NY,2010,House,23,New York,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,41.0,39.0,,20.0,48.1,45.8,6.1,158695,Owens,Doheny,2
NY:2010:House:24,NY,2010,House,24,New York,,,,"Siena",,,632,Likely.Voters,Phone,NonPartisan,2010-10-25,48.0,43.0,,8.0,47.1,52.9,0.0,182723,Arcuri,Hanna,2
NY:2010:House:24,NY,2010,House,24,New York,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",400,Likely.Voters,Phone,NonPartisan,2010-10-14,47.0,37.0,,15.0,47.1,52.9,0.0,182723,Arcuri,Hanna,2
NY:2010:House:24,NY,2010,House,24,New York,,,,"McLaughlin (R-NRCC)",,,300,Likely.Voters,Phone,NonPartisan,2010-10-07,43.0,46.0,,11.0,47.1,52.9,0.0,182723,Arcuri,Hanna,2
NY:2010:House:24,NY,2010,House,24,New York,,,,"Siena",,,605,Likely.Voters,Phone,NonPartisan,2010-09-15,48.0,40.0,,12.0,47.1,52.9,0.0,182723,Arcuri,Hanna,2
NY:2010:House:24,NY,2010,House,24,New York,,,,"Benenson (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-08-31,50.0,37.0,,,47.1,52.9,0.0,182723,Arcuri,Hanna,2
NY:2010:House:25,NY,2010,House,25,New York,,,,"Siena",,,623,Likely.Voters,Phone,NonPartisan,2010-10-12,51.0,39.0,,10.0,49.8,50.2,0.0,198529,Maffei,Buerkle,2
NY:2010:House:25,NY,2010,House,25,New York,,,,"McLaughlin (R-Buerkle)","Ann Marie Buerkle for US Congress (R)",,400,Likely.Voters,Phone,Republican,2010-10-05,39.0,40.0,,21.0,49.8,50.2,0.0,198529,Maffei,Buerkle,2
NY:2010:House:25,NY,2010,House,25,New York,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,44.0,41.0,,15.0,49.8,50.2,0.0,198529,Maffei,Buerkle,2
NY:2010:House:25,NY,2010,House,25,New York,,,,"McLaughlin (R)","7 News",,300,Likely.Voters,Phone,NonPartisan,2010-07-27,46.0,37.0,,17.0,49.8,50.2,0.0,198529,Maffei,Buerkle,2
NY:2010:House:25,NY,2010,House,25,New York,,,,"Kiley (D-Maffei)","9News",,600,Likely.Voters,Phone,NonPartisan,2010-06-30,54.0,35.0,,11.0,49.8,50.2,0.0,198529,Maffei,Buerkle,2
NY:2010:House:29,NY,2010,House,29,New York,,,,"Siena",,,613,Likely.Voters,Phone,NonPartisan,2010-09-16,30.0,44.0,,26.0,43.7,56.3,0.0,179797,Zeller,Reed,2
OH:2010:House:1,OH,2010,House,1,Ohio,,,,"SurveyUSA","Cincinnati Enquirer",,594,Likely.Voters,Phone,NonPartisan,2010-09-29,41.0,53.0,4.0,2.0,45.1,52.4,2.5,193976,Driehaus,Chabot,4
OH:2010:House:1,OH,2010,House,1,Ohio,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-21,45.0,47.0,,8.0,45.1,52.4,2.5,193976,Driehaus,Chabot,2
OH:2010:House:1,OH,2010,House,1,Ohio,,,,"We Ask America",,,1001,Registered.Voters,Phone,NonPartisan,2010-08-04,39.0,51.0,,11.0,45.1,52.4,2.5,193976,Driehaus,Chabot,2
OH:2010:House:1,OH,2010,House,1,Ohio,,,,"The Polling Company (R-SBA)","Susan B. Anthony List",,301,Registered.Voters,Phone,Republican,2010-08-02,41.0,51.0,2.0,7.0,45.1,52.4,2.5,193976,Driehaus,Chabot,2
OH:2010:House:1,OH,2010,House,1,Ohio,,,,"POS (R-Chabot)","Chabot",,400,Likely.Voters,Phone,Republican,2010-05-13,39.0,53.0,,,45.1,52.4,2.5,193976,Driehaus,Chabot,2
OH:2010:House:1,OH,2010,House,1,Ohio,,,,"SurveyUSA","FireDogLake",,600,Likely.Voters,Phone,NonPartisan,2010-01-14,39.0,56.0,,5.0,45.1,52.4,2.5,193976,Driehaus,Chabot,2
OH:2010:House:6,OH,2010,House,6,Ohio,,,,"Ayres, McHenry (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-10-14,40.0,40.0,,,45.1,50.3,4.6,201962,Wilson,Johnson,2
OH:2010:House:6,OH,2010,House,6,Ohio,,,,"POS (R-Johnson)","Bill Johnson for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-09-13,47.0,44.0,,,45.1,50.3,4.6,201962,Wilson,Johnson,2
OH:2010:House:12,OH,2010,House,12,Ohio,,,,"We Ask America",,,995,Likely.Voters,Phone,NonPartisan,2010-08-04,34.0,51.0,,14.0,36.9,59.7,3.4,351587,Brooks,Tiberi,2
OH:2010:House:12,OH,2010,House,12,Ohio,,,,"POS (R-Tiberi)",,,400,Likely.Voters,Phone,NonPartisan,2010-06-29,28.0,53.0,,,36.9,59.7,3.4,351587,Brooks,Tiberi,2
OH:2010:House:12,OH,2010,House,12,Ohio,,,,"GQR (D-DCCC)","DCCC",,416,Likely.Voters,Phone,Democratic,2010-06-06,36.0,48.0,,,36.9,59.7,3.4,351587,Brooks,Tiberi,2
OH:2010:House:13,OH,2010,House,13,Ohio,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-19,43.0,41.0,,16.0,55.5,44.5,0.0,207939,Sutton,Ganley,2
OH:2010:House:13,OH,2010,House,13,Ohio,,,,"POS (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-06-01,41.0,44.0,,,55.5,44.5,0.0,207939,Sutton,Ganley,2
OH:2010:House:13,OH,2010,House,13,Ohio,,,,"POS (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-02-08,43.0,48.0,,,55.5,44.5,0.0,207939,Sutton,Ganley,2
OH:2010:House:15,OH,2010,House,15,Ohio,,,,"POS (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-10-13,39.0,51.0,,,38.6,56.8,4.6,242147,Kilroy,Stivers,2
OH:2010:House:15,OH,2010,House,15,Ohio,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",404,Likely.Voters,Phone,NonPartisan,2010-09-30,38.0,47.0,1.0,15.0,38.6,56.8,4.6,242147,Kilroy,Stivers,2
OH:2010:House:15,OH,2010,House,15,Ohio,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-21,44.0,49.0,,8.0,38.6,56.8,4.6,242147,Kilroy,Stivers,2
OH:2010:House:15,OH,2010,House,15,Ohio,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-21,44.0,49.0,,,38.6,56.8,4.6,242147,Kilroy,Stivers,2
OH:2010:House:15,OH,2010,House,15,Ohio,,,,"We Ask America",,,998,Likely.Voters,Phone,NonPartisan,2010-08-04,41.0,46.0,,,38.6,56.8,4.6,242147,Kilroy,Stivers,2
OH:2010:House:18,OH,2010,House,18,Ohio,,,,"OnMessage (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-08-04,43.0,43.0,,,40.4,53.9,5.7,196003,Space,Gibbs,2
OK:2010:House:2,OK,2010,House,2,Oklahoma,,,,"Myers/Strategic (D-Boren)","Dan Boren for Congress (D)",,400,Likely.Voters,Phone,Democratic,2010-09-08,65.0,31.0,,,56.5,43.5,0.0,191382,Boren,Thompson,2
OK:2010:House:2,OK,2010,House,2,Oklahoma,,,,"PPP (D)",,,664,Likely.Voters,Phone,NonPartisan,2010-02-28,45.0,25.0,,,56.5,43.5,0.0,191382,Boren,Thompson,2
OR:2010:House:1,OR,2010,House,1,Oregon,,,,"SurveyUSA ","KATU-TV Portland",,602,Likely.Voters,Phone,NonPartisan,2010-10-18,51.0,42.0,2.0,5.0,54.9,42.0,3.1,277200,Wu,Cornilles,2
OR:2010:House:4,OR,2010,House,4,Oregon,,,,"Wilson Research (R-CTA)","Concerned Taxpayers of America",,300,Likely.Voters,Phone,NonPartisan,2010-10-05,48.0,42.0,,,53.6,44.7,1.7,255272,DeFazio,Robinson,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"Elway/Oregonian","The Oregonian",,400,Likely.Voters,Phone,NonPartisan,2010-10-21,50.0,38.0,2.0,11.0,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"SurveyUSA",,,601,Likely.Voters,Phone,NonPartisan,2010-10-19,41.0,51.0,2.0,6.0,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"OnMessage (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-10-14,42.0,44.0,,,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"Moore (R-Bruun) ","Scott Bruun for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-10-14,40.0,44.0,,,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"Grove (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-09-09,42.0,29.0,,,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-29,44.0,36.0,,,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"Moore (R-Bruun) ","Scott Bruun for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-08-19,38.0,41.0,,,51.5,45.9,2.6,271031,Schrader,Bruun,2
OR:2010:House:5,OR,2010,House,5,Oregon,,,,"Lake (D-Schrader)","Kurt Schrader for Congress (D)",,400,Likely.Voters,Internet,Democratic,2010-07-25,46.0,36.0,,,51.5,45.9,2.6,271031,Schrader,Bruun,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"Fabrizio, McLaughlin (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-10-12,39.0,56.0,,,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"Mercyhurst College",,,634,Registered.Voters,Phone,NonPartisan,2010-10-05,37.0,44.0,,12.0,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",401,Likely.Voters,Phone,NonPartisan,2010-09-27,36.0,49.0,,15.0,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"Franklin and Marshall College",,,418,Likely.Voters,Phone,NonPartisan,2010-09-19,38.0,44.0,,,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"The Polling Company (R-SBA)","Susan B. Anthony List",,314,Registered.Voters,Phone,Republican,2010-08-01,46.0,42.0,,,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,38.0,52.0,,,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:3,PA,2010,House,3,Pennsylvania,,,,"Tarrance (R)","NRCC",,305,Likely.Voters,Phone,Republican,2010-07-21,37.0,48.0,,,44.4,55.6,0.0,195072,Dahlkemper,Kelly,2
PA:2010:House:4,PA,2010,House,4,Pennsylvania,,,,"Susquehanna","Pittsburgh Tribune-Review",,400,Likely.Voters,Phone,NonPartisan,2010-10-17,47.0,35.0,,18.0,51.1,48.9,0.0,231988,Altmire,Rothfus,2
PA:2010:House:4,PA,2010,House,4,Pennsylvania,,,,"Anzalone Liszt (D-Altmire)",,,400,Likely.Voters,Phone,NonPartisan,2010-09-01,51.0,24.0,,,51.1,48.9,0.0,231988,Altmire,Rothfus,2
PA:2010:House:4,PA,2010,House,4,Pennsylvania,,,,"POS (R-Rothfus)","Keith Rothfus",,300,Likely.Voters,Phone,Republican,2008-10-07,47.0,36.0,,,51.1,48.9,0.0,231988,Altmire,Rothfus,2
PA:2010:House:6,PA,2010,House,6,Pennsylvania,,,,"Monmouth",,,642,Likely.Voters,Phone,NonPartisan,2010-10-20,44.0,54.0,,2.0,43.0,57.0,0.0,232096,Trivedi,Gerlach,2
PA:2010:House:6,PA,2010,House,6,Pennsylvania,,,,"Susquehanna","Jim Gerlach",,700,Likely.Voters,Phone,Republican,2010-09-30,31.0,61.0,,7.0,43.0,57.0,0.0,232096,Trivedi,Gerlach,2
PA:2010:House:6,PA,2010,House,6,Pennsylvania,,,,"Wilson (R-Gerlach)",,,400,Likely.Voters,Phone,NonPartisan,2010-07-15,29.0,54.0,,,43.0,57.0,0.0,232096,Trivedi,Gerlach,2
PA:2010:House:7,PA,2010,House,7,Pennsylvania,,,,"Franklin and Marshall College",,,400,Likely.Voters,Phone,NonPartisan,2010-10-11,31.0,34.0,,34.0,43.9,55.0,1.1,241995,Lentz,Meehan,2
PA:2010:House:7,PA,2010,House,7,Pennsylvania,,,,"Monmouth",,,670,Likely.Voters,Phone,NonPartisan,2010-10-06,45.0,49.0,,7.0,43.9,55.0,1.1,241995,Lentz,Meehan,2
PA:2010:House:7,PA,2010,House,7,Pennsylvania,,,,"Fabrizio (R-Meehan)","Pat Meehan",,400,Likely.Voters,Phone,Republican,2010-06-17,26.0,47.0,,28.0,43.9,55.0,1.1,241995,Lentz,Meehan,2
PA:2010:House:8,PA,2010,House,8,Pennsylvania,,,,"Monmouth",,,646,Likely.Voters,Phone,NonPartisan,2010-10-13,46.0,51.0,,,46.3,53.7,0.0,235561,Murphy,Fitzpatrick,2
PA:2010:House:8,PA,2010,House,8,Pennsylvania,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",398,Likely.Voters,Phone,NonPartisan,2010-10-12,46.0,43.0,,10.0,46.3,53.7,0.0,235561,Murphy,Fitzpatrick,2
PA:2010:House:8,PA,2010,House,8,Pennsylvania,,,,"Harstad (D) ",,,507,Likely.Voters,Phone,NonPartisan,2010-09-22,50.0,45.0,,,46.3,53.7,0.0,235561,Murphy,Fitzpatrick,2
PA:2010:House:8,PA,2010,House,8,Pennsylvania,,,,"Franklin and Marshall College",,,379,Likely.Voters,Phone,NonPartisan,2010-09-19,35.0,49.0,,,46.3,53.7,0.0,235561,Murphy,Fitzpatrick,2
PA:2010:House:8,PA,2010,House,8,Pennsylvania,,,,"Global Strategy (D-Murphy)",,,400,Likely.Voters,Phone,NonPartisan,2010-09-15,47.0,43.0,,,46.3,53.7,0.0,235561,Murphy,Fitzpatrick,2
PA:2010:House:8,PA,2010,House,8,Pennsylvania,,,,"POS (R-Fitzpatrick)","Mike Fitzpatrick",,400,Likely.Voters,Phone,Republican,2010-08-23,41.0,48.0,,,46.3,53.7,0.0,235561,Murphy,Fitzpatrick,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Critical Insights","Times Leader",,400,Likely.Voters,Phone,NonPartisan,2010-10-25,47.0,38.0,,15.0,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Lycoming College",,,296,Likely.Voters,Phone,NonPartisan,2010-10-21,45.0,39.0,,16.0,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",406,Likely.Voters,Phone,NonPartisan,2010-10-14,41.0,41.0,,16.0,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Momentum Analysis (D-Carney)","Chris Carney",,400,Likely.Voters,Phone,Democratic,2010-10-13,48.0,41.0,,,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"American Viewpoint (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-10-12,37.0,41.0,,,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Critical Insights","Times Leader",,400,Likely.Voters,Phone,NonPartisan,2010-10-11,38.0,44.0,,18.0,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Tarrance (R)","Tom Marino for Congress (R)",,308,Likely.Voters,Phone,Republican,2010-10-07,42.0,47.0,,11.0,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Lycoming College",,,370,Likely.Voters,Phone,NonPartisan,2010-09-30,43.0,40.0,,,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Momentum Analysis (D-Carney)","Chris Carney",,400,Likely.Voters,Phone,Democratic,2010-09-25,46.0,38.0,,,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Critical Insights","Times Leader",,197,Likely.Voters,Phone,NonPartisan,2010-09-23,36.0,40.0,,24.0,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:10,PA,2010,House,10,Pennsylvania,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,37.0,52.0,,,44.9,55.1,0.0,198773,Carney,Marino,2
PA:2010:House:11,PA,2010,House,11,Pennsylvania,,,,"Critical Insights","Times Leader",,400,Likely.Voters,Phone,NonPartisan,2010-10-25,47.0,39.0,,14.0,45.5,54.5,0.0,183087,Kanjorski,Barletta,2
PA:2010:House:11,PA,2010,House,11,Pennsylvania,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",402,Likely.Voters,Phone,NonPartisan,2010-10-21,43.0,48.0,,8.0,45.5,54.5,0.0,183087,Kanjorski,Barletta,2
PA:2010:House:11,PA,2010,House,11,Pennsylvania,,,,"Critical Insights","Times Leader",,400,Likely.Voters,Phone,NonPartisan,2010-10-11,41.0,43.0,,16.0,45.5,54.5,0.0,183087,Kanjorski,Barletta,2
PA:2010:House:11,PA,2010,House,11,Pennsylvania,,,,"Franklin and Marshall College",,,414,Likely.Voters,Phone,NonPartisan,2010-10-10,40.0,47.0,2.0,12.0,45.5,54.5,0.0,183087,Kanjorski,Barletta,2
PA:2010:House:11,PA,2010,House,11,Pennsylvania,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,41.0,52.0,,,45.5,54.5,0.0,183087,Kanjorski,Barletta,2
PA:2010:House:11,PA,2010,House,11,Pennsylvania,,,,"Tarrance (R)","NRCC",,400,Likely.Voters,Phone,Republican,2010-07-13,37.0,56.0,,,45.5,54.5,0.0,183087,Kanjorski,Barletta,2
PA:2010:House:12,PA,2010,House,12,Pennsylvania,,,,"Susquehanna","Pittsburgh Tribune-Review",,400,Likely.Voters,Phone,NonPartisan,2010-10-10,43.0,36.0,,21.0,50.8,49.2,0.0,180575,Critz,Burns,2
PA:2010:House:12,PA,2010,House,12,Pennsylvania,,,,"Grove Insight (D-DCCC)","7 News",,400,Likely.Voters,Phone,NonPartisan,2010-09-09,48.0,41.0,,,50.8,49.2,0.0,180575,Critz,Burns,2
PA:2010:House:12,PA,2010,House,12,Pennsylvania,,,,"POS (R-NRCC)",,,400,Likely.Voters,Phone,NonPartisan,2010-08-24,43.0,48.0,,,50.8,49.2,0.0,180575,Critz,Burns,2
PA:2010:House:12,PA,2010,House,12,Pennsylvania,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,40.0,44.0,,,50.8,49.2,0.0,180575,Critz,Burns,2
PA:2010:House:15,PA,2010,House,15,Pennsylvania,,,,"Muhlenberg","Morning Call",,496,Likely.Voters,Phone,NonPartisan,2010-10-13,32.0,49.0,5.0,13.0,39.0,53.5,7.5,204608,Callahan,Dent,3
PA:2010:House:15,PA,2010,House,15,Pennsylvania,,,,"Grove Insight (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-09-29,43.0,45.0,,,39.0,53.5,7.5,204608,Callahan,Dent,2
PA:2010:House:15,PA,2010,House,15,Pennsylvania,,,,"Muhlenberg","Morning Call",,400,Likely.Voters,Phone,NonPartisan,2010-09-16,38.0,49.0,3.0,10.0,39.0,53.5,7.5,204608,Callahan,Dent,3
PA:2010:House:15,PA,2010,House,15,Pennsylvania,,,,"Muhlenberg","Morning Call",,303,Likely.Voters,Phone,NonPartisan,2010-04-27,31.0,43.0,,22.0,39.0,53.5,7.5,204608,Callahan,Dent,2
PA:2010:House:15,PA,2010,House,15,Pennsylvania,,,,"Tarrance (R)","NRCC",,300,Likely.Voters,Phone,Republican,2010-01-20,27.0,53.0,8.0,,39.0,53.5,7.5,204608,Callahan,Dent,3
PA:2010:House:17,PA,2010,House,17,Pennsylvania,,,,"Susquehanna","abc27 News",,1070,Likely.Voters,Phone,NonPartisan,2010-10-20,58.0,28.0,,14.0,55.6,44.4,0.0,210772,Holden,Argall,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"NBC 10/Quest","NBC 10 Rhode Island",,486,Likely.Voters,Phone,NonPartisan,2010-10-25,42.0,40.0,9.0,9.0,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"Fleming and Associates","WPRI-TV",,250,Likely.Voters,Phone,NonPartisan,2010-10-25,48.0,42.0,,10.0,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"POS (R-NRCC)","NRCC",,300,Likely.Voters,Phone,Republican,2010-10-21,41.0,41.0,,,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"NBC 10/Quest","NBC 10 Rhode Island",,405,Likely.Voters,Phone,NonPartisan,2010-10-06,47.0,36.0,4.0,13.0,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"Fleming and Associates","WPRI-TV",,250,Likely.Voters,Phone,NonPartisan,2010-09-26,48.0,29.0,,22.0,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"Feldman (D)",,,500,Likely.Voters,Phone,NonPartisan,2010-09-20,53.0,38.0,,,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
RI:2010:House:1,RI,2010,House,1,Rhode Island,,,,"NBC 10/Quest","NBC 10 Rhode Island",,402,Likely.Voters,Phone,NonPartisan,2010-09-17,49.0,26.0,,25.0,50.6,44.6,4.8,160274,Cicilline,Loughlin,2
SC:2010:House:5,SC,2010,House,5,South Carolina,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",499,Likely.Voters,Phone,NonPartisan,2010-10-20,39.0,49.0,,10.0,45.3,54.7,0.0,218810,Spratt,Mulvaney,2
SC:2010:House:5,SC,2010,House,5,South Carolina,,,,"POS (R-Mulvaney)","Mick Mulvaney for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-07-25,46.0,46.0,,,45.3,54.7,0.0,218810,Spratt,Mulvaney,2
SC:2010:House:5,SC,2010,House,5,South Carolina,,,,"POS (R-Mulvaney)","Mick Mulvaney for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-05-18,43.0,41.0,,,45.3,54.7,0.0,218810,Spratt,Mulvaney,2
SC:2010:House:5,SC,2010,House,5,South Carolina,,,,"PPP (D)","John Spratt for Congress (D)",,600,Registered.Voters,Phone,Democratic,2010-01-24,46.0,39.0,,,45.3,54.7,0.0,218810,Spratt,Mulvaney,2
TN:2010:House:4,TN,2010,House,4,Tennessee,,,,"POS (R-Desjarlais)","Scott Desjarlais for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-10-14,40.0,45.0,,,38.6,57.1,4.3,182330,Davis,DesJarlais,2
TN:2010:House:4,TN,2010,House,4,Tennessee,,,,"POS (R-Desjarlais)","Scott Desjarlais for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-09-28,42.0,42.0,,16.0,38.6,57.1,4.3,182330,Davis,DesJarlais,2
TN:2010:House:4,TN,2010,House,4,Tennessee,,,,"POS (R-Desjarlais)","Scott Desjarlais for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-08-12,45.0,41.0,,,38.6,57.1,4.3,182330,Davis,DesJarlais,2
TN:2010:House:4,TN,2010,House,4,Tennessee,,,,"OnMessage (R)","Lincoln Davis for Congress (D)",,300,Likely.Voters,Phone,Democratic,2010-03-22,44.0,33.0,,,38.6,57.1,4.3,182330,Davis,DesJarlais,2
TN:2010:House:8,TN,2010,House,8,Tennessee,,,,"Tarrance (R-Fincher)","Stephen Fincher for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-10-19,35.0,50.0,4.0,11.0,38.8,59.0,2.2,166848,Herron,Fincher,3
TN:2010:House:8,TN,2010,House,8,Tennessee,,,,"Tarrance (R-Fincher)","Stephen Fincher for Congress (R)",,304,Likely.Voters,Phone,Republican,2010-10-12,36.0,47.0,3.0,14.0,38.8,59.0,2.2,166848,Herron,Fincher,3
TN:2010:House:8,TN,2010,House,8,Tennessee,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",416,Likely.Voters,Phone,NonPartisan,2010-10-07,37.0,47.0,2.0,14.0,38.8,59.0,2.2,166848,Herron,Fincher,2
TN:2010:House:8,TN,2010,House,8,Tennessee,,,,"Tarrance (R)",,,400,Likely.Voters,Phone,NonPartisan,2010-08-11,37.0,47.0,,,38.8,59.0,2.2,166848,Herron,Fincher,2
TX:2010:House:17,TX,2010,House,17,Texas,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",404,Likely.Voters,Phone,NonPartisan,2010-10-21,40.0,52.0,,7.0,36.6,61.8,1.6,171988,Edwards,Flores,2
