race,state,year,office,seat,stname,fips,region,division,pollster,cosponsor1,cosponsor2,n,pop,method,party,end.date,vote.dem,vote.rep,vote.oth,vote.dk,real.dem,real.rep,real.oth,turnout,dem,rep,poll.candidates
NY:2012:House:19,NY,2012,House,19,New York,,,,"Grove Insight (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-10-07,41.0,43.0,,16.0,47.1,52.9,0.0,283303,Schreibman,Gibson,2
NY:2012:House:19,NY,2012,House,19,New York,,,,"OnMessage (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2012-10-01,39.0,47.0,,16.0,47.1,52.9,0.0,283303,Schreibman,Gibson,2
NY:2012:House:19,NY,2012,House,19,New York,,,,"Siena",,,635,Likely.Voters,Phone,NonPartisan,2012-09-18,36.0,52.0,,12.0,47.1,52.9,0.0,283303,Schreibman,Gibson,2
NY:2012:House:19,NY,2012,House,19,New York,,,,"POS (R)",,,400,Likely.Voters,Phone,NonPartisan,2012-07-26,36.0,53.0,,10.0,47.1,52.9,0.0,283303,Schreibman,Gibson,2
NY:2012:House:19,NY,2012,House,19,New York,,,,"Global Strategy (D-Schreibman)","Julian Schreibman (D)",,402,Likely.Voters,Phone,Democratic,2012-07-22,32.0,42.0,,,47.1,52.9,0.0,283303,Schreibman,Gibson,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"Siena",,,629,Likely.Voters,Phone,NonPartisan,2012-10-30,44.0,43.0,4.0,9.0,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"POS (R-Doheny)","Matt Doheny (R)",,400,Likely.Voters,Phone,Republican,2012-10-25,42.0,40.0,,,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"Global Strategy (D-Owens)","Bill Owens (D)",,403,Likely.Voters,Phone,Democratic,2012-10-23,47.0,40.0,,13.0,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"POS (R-Doheny/NRCC)","NRCC","Matt Doheny (R)",400,Likely.Voters,Phone,Republican,2012-10-02,45.0,40.0,,,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"Global Strategy (D-Owens)","Bill Owens (D)",,400,Likely.Voters,Phone,Democratic,2012-10-02,50.0,36.0,,14.0,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"Siena",,,638,Likely.Voters,Phone,NonPartisan,2012-09-06,49.0,36.0,6.0,8.0,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:21,NY,2012,House,21,New York,,,,"Anzalone Liszt (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-07-31,50.0,38.0,4.0,8.0,50.1,48.2,1.7,252557,Owens,Doheny,2
NY:2012:House:24,NY,2012,House,24,New York,,,,"Siena",,,670,Likely.Voters,Phone,NonPartisan,2012-11-02,44.0,44.0,8.0,4.0,48.8,43.4,7.8,292988,Maffei,Buerkle,3
NY:2012:House:24,NY,2012,House,24,New York,,,,"Lake Research Partners (D-Friends of Democracy)","Friends of Democracy",,425,Likely.Voters,Phone,Democratic,2012-10-17,46.0,44.0,6.0,4.0,48.8,43.4,7.8,292988,Maffei,Buerkle,3
NY:2012:House:24,NY,2012,House,24,New York,,,,"Grove Insight (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-09-24,46.0,38.0,7.0,9.0,48.8,43.4,7.8,292988,Maffei,Buerkle,2
NY:2012:House:24,NY,2012,House,24,New York,,,,"Siena",,,625,Likely.Voters,Phone,NonPartisan,2012-09-10,43.0,43.0,7.0,7.0,48.8,43.4,7.8,292988,Maffei,Buerkle,3
NY:2012:House:24,NY,2012,House,24,New York,,,,"Grove Insight (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-08-28,48.0,42.0,4.0,6.0,48.8,43.4,7.8,292988,Maffei,Buerkle,2
NY:2012:House:24,NY,2012,House,24,New York,,,,"Normington, Petts & Associates (D-House Majority PAC/SEIU)","Service Employees International Union","House Majority PAC",400,Likely.Voters,Phone,Democratic,2012-07-18,44.0,40.0,5.0,11.0,48.8,43.4,7.8,292988,Maffei,Buerkle,3
NY:2012:House:24,NY,2012,House,24,New York,,,,"PPP (D-League of Conservation Voters)","League of Conservation Voters",,642,Likely.Voters,Phone,Democratic,2012-07-11,45.0,42.0,,13.0,48.8,43.4,7.8,292988,Maffei,Buerkle,2
NY:2012:House:24,NY,2012,House,24,New York,,,,"McLaughlin (R-Buerkle)","Ann Marie Buerkle for US Congress (R)",,400,Likely.Voters,Phone,Republican,2012-04-17,38.0,42.0,,20.0,48.8,43.4,7.8,292988,Maffei,Buerkle,2
NY:2012:House:25,NY,2012,House,25,New York,,,,"Siena",,,624,Likely.Voters,Phone,NonPartisan,2012-10-30,52.0,42.0,,6.0,57.4,42.6,0.0,313199,Slaughter,Brooks,2
NY:2012:House:25,NY,2012,House,25,New York,,,,"GBA Strategies (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-10-18,53.0,43.0,,,57.4,42.6,0.0,313199,Slaughter,Brooks,2
NY:2012:House:25,NY,2012,House,25,New York,,,,"Siena",,,800,Likely.Voters,Phone,NonPartisan,2012-10-11,49.0,44.0,,6.0,57.4,42.6,0.0,313199,Slaughter,Brooks,2
NY:2012:House:25,NY,2012,House,25,New York,,,,"Siena",,,634,Likely.Voters,Phone,NonPartisan,2012-09-26,52.0,42.0,,6.0,57.4,42.6,0.0,313199,Slaughter,Brooks,2
NY:2012:House:27,NY,2012,House,27,New York,,,,"Buffalo News/WGRZ/Siena","WGRZ-TV","Buffalo News",636,Likely.Voters,Phone,NonPartisan,2012-11-01,47.0,48.0,,5.0,49.2,50.8,0.0,317439,Hochul,Collins,2
NY:2012:House:27,NY,2012,House,27,New York,,,,"Buffalo News/WGRZ/Siena","WGRZ-TV","Buffalo News",633,Likely.Voters,Phone,NonPartisan,2012-10-04,47.0,47.0,,6.0,49.2,50.8,0.0,317439,Hochul,Collins,2
NY:2012:House:27,NY,2012,House,27,New York,,,,"Buffalo News/WGRZ/Siena","WGRZ-TV","Buffalo News",628,Likely.Voters,Phone,NonPartisan,2012-08-14,45.0,47.0,1.0,7.0,49.2,50.8,0.0,317439,Hochul,Collins,2
NY:2012:House:27,NY,2012,House,27,New York,,,,"National Research (R-American Action Network)","American Action Network",,400,Likely.Voters,Phone,Republican,2012-08-09,34.0,47.0,,,49.2,50.8,0.0,317439,Hochul,Collins,2
OH:2012:House:6,OH,2012,House,6,Ohio,,,,"Anzalone Liszt (D-Wilson)","Charlie Wilson (D)",,500,Likely.Voters,Phone,Democratic,2012-10-10,49.0,43.0,,,46.7,53.3,0.0,308980,Wilson,Johnson,2
OH:2012:House:6,OH,2012,House,6,Ohio,,,,"POS (R-Johnson/NRCC)","NRCC","Bill Johnson for Congress (R)",400,Likely.Voters,Phone,Republican,2012-09-27,39.0,47.0,,,46.7,53.3,0.0,308980,Wilson,Johnson,2
OH:2012:House:6,OH,2012,House,6,Ohio,,,,"Anzalone Liszt (D-Wilson)","Charlie Wilson (D)",,500,Likely.Voters,Phone,Democratic,2012-09-12,46.0,46.0,,8.0,46.7,53.3,0.0,308980,Wilson,Johnson,2
OH:2012:House:6,OH,2012,House,6,Ohio,,,,"PPP (D-House Majority PAC)","House Majority PAC",,768,Registered.Voters,Phone,Democratic,2012-01-23,41.0,42.0,,,46.7,53.3,0.0,308980,Wilson,Johnson,2
OH:2012:House:16,OH,2012,House,16,Ohio,,,,"OnMessage (R-Renacci)","Jim Renacci",,400,Likely.Voters,Phone,Republican,2012-10-25,41.0,51.0,,7.0,48.0,52.0,0.0,355765,Sutton,Renacci,2
OH:2012:House:16,OH,2012,House,16,Ohio,,,,"GBA Strategies (D-Sutton)","Betty Sutton (D)",,500,Likely.Voters,Phone,Democratic,2012-07-19,42.0,40.0,12.0,,48.0,52.0,0.0,355765,Sutton,Renacci,3
OH:2012:House:16,OH,2012,House,16,Ohio,,,,"Normington, Petts & Associates (D-House Majority PAC/SEIU)","Service Employees International Union","House Majority PAC",400,Likely.Voters,Phone,Democratic,2012-06-28,41.0,38.0,4.0,,48.0,52.0,0.0,355765,Sutton,Renacci,3
OH:2012:House:16,OH,2012,House,16,Ohio,,,,"PPP (D-House Majority PAC)","House Majority PAC",,812,Registered.Voters,Phone,Democratic,2012-01-23,46.0,46.0,,,48.0,52.0,0.0,355765,Sutton,Renacci,2
PA:2012:House:6,PA,2012,House,6,Pennsylvania,,,,"WPA (R-Gerlach)","Jim Gerlach",,400,Likely.Voters,Phone,Republican,2012-08-21,30.0,54.0,,17.0,42.9,57.1,0.0,335528,Trivedi,Gerlach,2
PA:2012:House:7,PA,2012,House,7,Pennsylvania,,,,"GBA Strategies (D-Badey)","George Badey",,400,Likely.Voters,Phone,Democratic,2012-06-03,30.0,50.0,,20.0,40.6,59.4,0.0,353451,Badey,Meehan,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"Susquehanna (R)",,,950,Likely.Voters,Phone,NonPartisan,2012-10-02,43.0,45.0,,12.0,48.3,51.7,0.0,338941,Critz,Rothfus,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"POS (R-YG Action Fund)","YG Action (R)",,400,Likely.Voters,Phone,Republican,2012-10-01,40.0,42.0,,16.0,48.3,51.7,0.0,338941,Critz,Rothfus,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"Anzalone Liszt (D-Critz)","Mark Critz",,400,Likely.Voters,Phone,Democratic,2012-09-25,52.0,41.0,,7.0,48.3,51.7,0.0,338941,Critz,Rothfus,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"McLaughlin (R-Rothfus)","Rothfus for Congress (R)",,400,Likely.Voters,Phone,Republican,2012-09-20,38.0,38.0,,24.0,48.3,51.7,0.0,338941,Critz,Rothfus,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"Anzalone Liszt (D-Critz)","Mark Critz",,400,Likely.Voters,Phone,Democratic,2012-08-02,50.0,40.0,,,48.3,51.7,0.0,338941,Critz,Rothfus,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"Benenson Strategy (D-House Majority PAC/SEIU)","Service Employees International Union","House Majority PAC",400,Likely.Voters,Phone,Democratic,2012-07-11,44.0,38.0,,,48.3,51.7,0.0,338941,Critz,Rothfus,2
PA:2012:House:12,PA,2012,House,12,Pennsylvania,,,,"Global Strategy Group (D-Critz)","Mark Critz",,402,Likely.Voters,Phone,Democratic,2012-06-15,46.0,36.0,,,48.3,51.7,0.0,338941,Critz,Rothfus,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Fleming and Associates/WPRI","WPRI-TV",,300,Likely.Voters,Phone,NonPartisan,2012-10-27,43.0,42.0,6.0,8.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"OnMessage (R-Doherty)","Brendan Doherty",,400,Likely.Voters,Phone,Republican,2012-10-25,39.0,45.0,6.0,11.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Brown University",,,236,Likely.Voters,Phone,NonPartisan,2012-10-05,46.0,40.0,7.0,7.0,53.0,40.8,6.2,205115,Cicilline,Doherty,3
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Fleming and Associates/WPRI","WPRI-TV",,501,Likely.Voters,Phone,NonPartisan,2012-09-29,44.0,38.0,6.0,10.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Feldman (D-Cicilline)","David Cicilline",,500,Likely.Voters,Phone,Democratic,2012-09-17,51.0,41.0,,8.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Benenson (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-09-16,46.0,35.0,8.0,11.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Fleming and Associates","WPRI-TV",,250,Registered.Voters,Phone,NonPartisan,2012-02-23,34.0,49.0,,16.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:1,RI,2012,House,1,Rhode Island,,,,"Fleming and Associates","WPRI-TV",,300,Registered.Voters,Phone,NonPartisan,2011-05-15,33.0,46.0,,20.0,53.0,40.8,6.2,205115,Cicilline,Doherty,2
RI:2012:House:2,RI,2012,House,2,Rhode Island,,,,"Brown University",,,235,Likely.Voters,Phone,NonPartisan,2012-10-05,49.0,32.0,5.0,14.0,55.7,35.1,9.2,222660,Langevin,Riley,3
TN:2012:House:4,TN,2012,House,4,Tennessee,,,,"Myers Research/Strategic Services (D-Stewart)","Eric Stewart (D)",,400,Likely.Voters,Phone,Democratic,2012-10-15,44.0,49.0,,,44.2,55.8,0.0,230590,Stewart,DesJarlais,2
TN:2012:House:4,TN,2012,House,4,Tennessee,,,,"POS (R-DesJarlais)","Scott Desjarlais for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-10-23,36.0,49.0,,,44.2,55.8,0.0,230590,Stewart,DesJarlais,2
TX:2012:House:14,TX,2012,House,14,Texas,,,,"Anzalone-Liszt (D-Lampson)","Nick Lampson (D)",,500,Likely.Voters,Phone,Democratic,2012-08-19,43.0,46.0,,,44.6,53.5,1.9,245839,Lampson,Weber,2
TX:2012:House:14,TX,2012,House,14,Texas,,,,"Anzalone-Liszt (D-Lampson)","Nick Lampson (D)",,502,Likely.Voters,Phone,Democratic,2012-05-17,44.0,40.0,,,44.6,53.5,1.9,245839,Lampson,Weber,2
TX:2012:House:23,TX,2012,House,23,Texas,,,,"OnMessage (R-Canseco)","Francisco Canseco",,400,Likely.Voters,Phone,Republican,2012-09-25,37.0,47.0,8.0,8.0,50.3,45.6,4.1,192169,Gallego,Canseco,2
TX:2012:House:23,TX,2012,House,23,Texas,,,,"Anzalone-Liszt (D-LCV/Sierra Club)","League of Conservation Voters","Sierra Club",500,Likely.Voters,Phone,Democratic,2012-09-17,43.0,38.0,,19.0,50.3,45.6,4.1,192169,Gallego,Canseco,2
UT:2012:House:1,UT,2012,House,1,Utah,,,,"Dan Jones & Associates","Deseret Morning News","KSL-TV",194,Registered.Voters,Phone,NonPartisan,2012-11-01,15.0,72.0,2.0,10.0,24.7,71.5,3.8,245528,McAleer,Bishop,2
UT:2012:House:1,UT,2012,House,1,Utah,,,,"Key/BYU",,,100,Likely.Voters,Phone,NonPartisan,2012-10-13,20.0,62.0,,18.0,24.7,71.5,3.8,245528,McAleer,Bishop,2
UT:2012:House:2,UT,2012,House,2,Utah,,,,"Dan Jones & Associates","Deseret Morning News","KSL-TV",229,Registered.Voters,Phone,NonPartisan,2012-11-01,28.0,44.0,5.0,22.0,33.5,62.2,4.3,248545,Seegmiller,Stewart,2
UT:2012:House:2,UT,2012,House,2,Utah,,,,"Mason-Dixon","The Salt Lake Tribune",,625,Likely.Voters,Phone,NonPartisan,2012-10-31,28.0,55.0,5.0,12.0,33.5,62.2,4.3,248545,Seegmiller,Stewart,2
UT:2012:House:2,UT,2012,House,2,Utah,,,,"Key/BYU",,,100,Likely.Voters,Phone,NonPartisan,2012-10-13,20.0,46.0,,34.0,33.5,62.2,4.3,248545,Seegmiller,Stewart,2
UT:2012:House:3,UT,2012,House,3,Utah,,,,"Dan Jones & Associates","Deseret Morning News","KSL-TV",232,Registered.Voters,Phone,NonPartisan,2012-11-01,18.0,68.0,3.0,10.0,23.4,76.6,0.0,259547,Simonsen,Chaffetz,2
UT:2012:House:3,UT,2012,House,3,Utah,,,,"Key/BYU",,,100,Likely.Voters,Phone,NonPartisan,2012-10-13,15.0,68.0,,17.0,23.4,76.6,0.0,259547,Simonsen,Chaffetz,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Dan Jones & Associates","Deseret Morning News","KSL-TV",414,Registered.Voters,Phone,NonPartisan,2012-11-01,43.0,48.0,,6.0,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Mason-Dixon","The Salt Lake Tribune",,625,Likely.Voters,Phone,NonPartisan,2012-10-31,40.0,52.0,2.0,6.0,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Key/BYU",,,200,Likely.Voters,Phone,NonPartisan,2012-10-13,43.0,43.0,,14.0,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Global Strategy (D)/House Majority PAC (D)/Center Forward","House Majority PAC","Center Forward",407,Likely.Voters,Phone,Democratic,2012-10-10,48.0,41.0,,,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Dan Jones & Associates","Deseret Morning News","KSL-TV",414,Registered.Voters,Phone,NonPartisan,2012-09-29,43.0,49.0,,8.0,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"POS (R-Love/NRCC)","NRCC","Mia Love (R)",400,Likely.Voters,Phone,Republican,2012-09-11,36.0,51.0,,13.0,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Global Strategy (D)","House Majority PAC",,400,Likely.Voters,Phone,Democratic,2012-07-29,51.0,33.0,,,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Dan Jones & Associates","Deseret Morning News","KSL-TV",379,Registered.Voters,Phone,NonPartisan,2012-06-21,53.0,38.0,,8.0,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Mason-Dixon",,,625,Registered.Voters,Phone,NonPartisan,2012-04-11,45.0,42.0,,,48.8,48.5,2.7,245277,Matheson,Love,2
UT:2012:House:4,UT,2012,House,4,Utah,,,,"Deseret Morning News","Deseret Morning News","KSL-TV",341,Registered.Voters,Phone,NonPartisan,2011-12-21,53.0,36.0,,12.0,48.8,48.5,2.7,245277,Matheson,Love,2
VA:2012:House:2,VA,2012,House,2,Virginia,,,,"Muhlenberg/Christopher Newport/Virginian-Pilot/WVEC","Christopher Newport University","WVEC-TV",766,Likely.Voters,Phone,NonPartisan,2012-10-08,32.0,44.0,3.0,21.0,46.2,53.8,0.0,308779,Hirschbiel,Rigell,2
VA:2012:House:2,VA,2012,House,2,Virginia,,,,"POS (R-Rigell)","Scott Rigell",,400,Likely.Voters,Phone,Republican,2012-10-02,32.0,54.0,,,46.2,53.8,0.0,308779,Hirschbiel,Rigell,2
VA:2012:House:2,VA,2012,House,2,Virginia,,,,"Benenson (D-Hirschbiel)","Paul Hirschbiel (D)",,400,Likely.Voters,Phone,Democratic,2012-09-23,40.0,49.0,,12.0,46.2,53.8,0.0,308779,Hirschbiel,Rigell,2
WA:2012:House:1,WA,2012,House,1,Washington,,,,"SurveyUSA","KING TV (Seattle)",,610,Likely.Voters,Phone,NonPartisan,2012-10-21,47.0,44.0,,9.0,53.9,46.1,0.0,328212,DelBene,Koster,2
WA:2012:House:1,WA,2012,House,1,Washington,,,,"SurveyUSA","KING TV (Seattle)",,592,Likely.Voters,Phone,NonPartisan,2012-09-15,42.0,46.0,,12.0,53.9,46.1,0.0,328212,DelBene,Koster,2
WA:2012:House:1,WA,2012,House,1,Washington,,,,"SurveyUSA","KING TV (Seattle)",,700,Registered.Voters,Mixed,NonPartisan,2012-07-25,42.0,42.0,,16.0,53.9,46.1,0.0,328212,DelBene,Koster,2
WA:2012:House:6,WA,2012,House,6,Washington,,,,"SurveyUSA","KING TV (Seattle)",,628,Likely.Voters,Mixed,NonPartisan,2012-09-23,52.0,37.0,,11.0,59.0,41.0,0.0,316386,Kilmer,Driscoll,2
WI:2012:House:1,WI,2012,House,1,Wisconsin,,,,"POS (R-Ryan)",,,400,Likely.Voters,Phone,NonPartisan,2012-09-10,33.0,58.0,3.0,,43.4,54.9,1.7,365058,Zerban,Ryan,2
WI:2012:House:1,WI,2012,House,1,Wisconsin,,,,"FMMMA (D-Zerban)","Rob Zerban (D)",,404,Likely.Voters,Phone,Democratic,2012-08-23,39.0,47.0,4.0,11.0,43.4,54.9,1.7,365058,Zerban,Ryan,2
WI:2012:House:7,WI,2012,House,7,Wisconsin,,,,"NMB (R-American Action Network)",,,400,Likely.Voters,Phone,NonPartisan,2012-10-01,40.0,51.0,,,43.8,56.2,0.0,359244,Kreitlow,Duffy,2
WI:2012:House:7,WI,2012,House,7,Wisconsin,,,,"FMMMA (D-Kreitlow)","Pat Kreitlow (D)",,509,Likely.Voters,Phone,Democratic,2012-09-26,41.0,44.0,,15.0,43.8,56.2,0.0,359244,Kreitlow,Duffy,2
WI:2012:House:7,WI,2012,House,7,Wisconsin,,,,"PPP (D-CREDO)","CREDO SuperPAC",,694,Likely.Voters,Phone,Democratic,2012-09-25,44.0,48.0,,7.0,43.8,56.2,0.0,359244,Kreitlow,Duffy,2
WI:2012:House:8,WI,2012,House,8,Wisconsin,,,,"Normington, Petts & Associates (D-Wall)",,,400,Likely.Voters,Phone,NonPartisan,2012-09-19,41.0,47.0,,12.0,44.0,56.0,0.0,355161,Wall,Ribble,2
WV:2012:House:3,WV,2012,House,3,West Virginia,,,,"Anzalone-Liszt (D-Rahall)","Nick Rahall",,500,Likely.Voters,Phone,Democratic,2012-07-25,62.0,34.0,,,54.0,46.0,0.0,200437,Rahall,Snuffer,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"YouGov",,,702,Likely.Voters,Internet,NonPartisan,2012-11-03,42.0,49.0,,10.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D)",,,1080,Likely.Voters,Phone,NonPartisan,2012-11-03,46.0,51.0,,3.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Rasmussen",,,500,Likely.Voters,Phone,NonPartisan,2012-10-21,44.0,50.0,3.0,3.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Anzalone-Liszt (D-Carmona)","Richard Carmona",,800,Likely.Voters,Phone,Democratic,2012-10-21,45.0,41.0,5.0,,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"YouGov",,,453,Likely.Voters,Internet,NonPartisan,2012-10-11,38.0,44.0,,18.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Behavior Research Center",,,523,Registered.Voters,Phone,NonPartisan,2012-10-10,43.0,39.0,,18.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Tarrance (R-Flake)","Jeff Flake (R)",,453,Likely.Voters,Phone,Republican,2012-10-09,43.0,49.0,,8.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"GS Strategies (R-NRSC)","National Republican Senatorial Committee",,500,Likely.Voters,Phone,Republican,2012-10-09,41.0,47.0,,12.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Harstad (D-DSCC)","DSCC",,602,Likely.Voters,Phone,Democratic,2012-10-09,47.0,43.0,,,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D)",,,595,Likely.Voters,Phone,NonPartisan,2012-10-03,45.0,43.0,,12.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Moore Information (R-HighGround)","HighGround Public Affairs Consultants",,500,Likely.Voters,Phone,Republican,2012-09-26,40.0,43.0,16.0,,46.2,49.2,4.6,2243422,Carmona,Flake,5
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Rasmussen",,,500,Likely.Voters,Phone,NonPartisan,2012-09-25,41.0,47.0,3.0,9.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Anzalone-Liszt (D-Carmona)","Richard Carmona",,600,Likely.Voters,Phone,Democratic,2012-09-23,43.0,44.0,3.0,,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"YouGov",,,607,Likely.Voters,Internet,NonPartisan,2012-09-14,37.0,44.0,,20.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D-League of Conservation Voters)","League of Conservation Voters",,993,Likely.Voters,Phone,Democratic,2012-09-09,43.0,44.0,,13.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D-League of Conservation Voters)","League of Conservation Voters",,833,Likely.Voters,Phone,Democratic,2012-07-25,38.0,38.0,,25.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Rasmussen",,,500,Likely.Voters,Phone,NonPartisan,2012-06-26,31.0,47.0,5.0,17.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D)",,,791,Likely.Voters,Phone,NonPartisan,2012-06-05,41.0,43.0,,16.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D)",,,500,Registered.Voters,Phone,NonPartisan,2012-05-20,35.0,48.0,,17.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Magellan (R)",,,909,Likely.Voters,Phone,NonPartisan,2012-05-02,40.0,44.0,,16.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Anzalone-Liszt (D-Carmona)","Richard Carmona",,600,Likely.Voters,Phone,Democratic,2012-04-09,39.0,43.0,,,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"Rasmussen",,,500,Likely.Voters,Phone,NonPartisan,2012-03-13,34.0,47.0,3.0,16.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"NBC/Marist","NBC News",,2487,Registered.Voters,Phone,NonPartisan,2012-02-20,29.0,42.0,,28.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D)",,,743,Registered.Voters,Phone,NonPartisan,2012-02-19,35.0,46.0,,19.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
AZ:2012:Sen:0,AZ,2012,Sen,0,Arizona,,,,"PPP (D)",,,500,Likely.Voters,Phone,NonPartisan,2011-11-20,36.0,40.0,,24.0,46.2,49.2,4.6,2243422,Carmona,Flake,2
CA:2012:Sen:0,CA,2012,Sen,0,California,,,,"YouGov",,,1575,Likely.Voters,Internet,NonPartisan,2012-11-03,56.0,39.0,,5.0,62.5,37.5,0.0,12578511,Feinstein,Emken,2
