"race","state","year","office","seat","stname","fips","region","division","pollster","cosponsor1","cosponsor2","n","pop","method","party","end.date","vote.dem","vote.rep","vote.oth","vote.dk","real.dem","real.rep","real.oth","turnout"
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"TalmeyDrake","","",606,"General.Population","Phone","NonPartisan",2002-04-28,20,59,0,0,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"Ciruli","","",452,"Likely.Voters","Phone","NonPartisan",2002-06-28,20,54,0,26,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"Ciruli","","",400,"Likely.Voters","Phone","NonPartisan",2002-11-01,26,62,0,12,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"TalmeyDrake","","",500,"Registered.Voters","Phone","NonPartisan",2002-10-09,26,54,0,20,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"TalmeyDrake","","",609,"General.Population","Phone","NonPartisan",2001-12-17,20,49,0,31,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"TalmeyDrake","","",501,"Likely.Voters","Phone","NonPartisan",2002-10-27,23,63,0,14,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"Ciruli","","",601,"Likely.Voters","Phone","NonPartisan",2002-07-14,28,56,1,15,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"Zogby","","",500,"Likely.Voters","Phone","NonPartisan",2002-10-11,18,60,0,22,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"Zogby","","",500,"Likely.Voters","Phone","NonPartisan",2002-11-02,28,60,5,7,33.65,62.62,3.73,1412602
"CO:2002:Gov:0","CO","2002","Gov",0,"Colorado",7,4,8,"Zogby","","",501,"Likely.Voters","Phone","NonPartisan",2002-09-18,20,58,0,22,33.65,62.62,3.73,1412602
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"MasonDixon","","",625,"Registered.Voters","Phone","NonPartisan",2006-10-26,50,38,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-10-23,51,39,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"MasonDixon","","",625,"Registered.Voters","Phone","NonPartisan",2006-10-05,50,35,0,11,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","WSJ","",NA,"Likely.Voters","Internet","NonPartisan",2006-07-19,42.8,40.9,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"SurveyUSA","","",594,"Likely.Voters","IVR","NonPartisan",2006-10-22,56,38,0,3,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","WSJ","",NA,"Likely.Voters","Internet","NonPartisan",2006-09-05,47.5,38.9,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-08-09,48,39,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"YouGov","","",500,"Likely.Voters","Internet","NonPartisan",2006-11-05,60,40,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Ciruli","","",501,"Likely.Voters","Phone","NonPartisan",2006-10-26,52,33,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"POS","","",500,"Likely.Voters","Phone","Republican",2006-10-30,55,33,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-04-25,37,39,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-07-10,42,37,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-01-17,38,39,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Ciruli","","",500,"Likely.Voters","Phone","NonPartisan",2006-10-02,43,33,0,20,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"SurveyUSA","","",532,"Likely.Voters","IVR","NonPartisan",2006-09-27,55,38,0,3,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","","",NA,"Likely.Voters","Internet","NonPartisan",2006-09-25,45.5,42.8,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"SurveyUSA","","",605,"Likely.Voters","IVR","NonPartisan",2006-08-16,50,40,0,7,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"POS","","",500,"Likely.Voters","Phone","NonPartisan",2006-09-12,50,33,0,11,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"MasonDixon","","",625,"Registered.Voters","Phone","NonPartisan",2006-07-13,42,35,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","WSJ","",NA,"Likely.Voters","Internet","NonPartisan",2006-06-19,44.2,36.1,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-02-22,40,33,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-09-19,50,34,0,10,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-03-29,41,40,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-05-25,43,38,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","","",NA,"Likely.Voters","Internet","NonPartisan",2006-10-16,46.7,44.7,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"SurveyUSA","","",661,"Likely.Voters","IVR","NonPartisan",2006-11-01,57,35,0,3,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","","",NA,"Likely.Voters","Internet","NonPartisan",2006-10-27,46.4,46.6,0,0,56.99,40.16,2.85,1558387
"CO:2006:Gov:0","CO","2006","Gov",0,"Colorado",7,4,8,"Zogby","WSJ","",NA,"Likely.Voters","Internet","NonPartisan",2006-08-21,46,38.7,0,0,56.99,40.16,2.85,1558387
"CO:2006:House:3","CO","2006","House",3,"Colorado",7,4,8,"Anzalone","","",575,"Likely.Voters","Phone","Democratic",2006-07-16,56,26,0,0,61.59,36.55,1.87,237858
"CO:2006:House:3","CO","2006","House",3,"Colorado",7,4,8,"SurveyUSA","","",611,"Likely.Voters","IVR","NonPartisan",2006-10-29,57,38,0,0,61.59,36.55,1.87,237858
"CO:2006:House:3","CO","2006","House",3,"Colorado",7,4,8,"SurveyUSA","","",456,"Likely.Voters","IVR","NonPartisan",2006-08-14,53,42,0,0,61.59,36.55,1.87,237858
"CO:2006:House:3","CO","2006","House",3,"Colorado",7,4,8,"SurveyUSA","","",474,"Likely.Voters","IVR","NonPartisan",2006-09-17,52,41,0,0,61.59,36.55,1.87,237858
"CO:2006:House:3","CO","2006","House",3,"Colorado",7,4,8,"Anzalone","","",500,"Likely.Voters","Phone","Democratic",2006-10-17,60,32,0,0,61.59,36.55,1.87,237858
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"Conquest","","",400,"Likely.Voters","Phone","Democratic",2006-09-27,36,43,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"RTStrategies","ConstituentDynamics","",991,"Likely.Voters","IVR","NonPartisan",2006-10-26,48,45,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"SurveyUSA","","",571,"Likely.Voters","IVR","NonPartisan",2006-11-02,43,44,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"SurveyUSA","","",509,"Likely.Voters","IVR","NonPartisan",2006-10-17,38,48,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"StrategicServices","","",400,"Likely.Voters","Phone","Democratic",2006-09-26,42,42,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"StrategicServices","","",600,"Likely.Voters","Phone","Democratic",2006-10-24,45,42,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"RTStrategies","ConstituentDynamics","",996,"Likely.Voters","IVR","NonPartisan",2006-08-29,41,47,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"MasonDixon","","",400,"Likely.Voters","Phone","NonPartisan",2006-10-07,36,46,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"StrategicServices","","",600,"Likely.Voters","Phone","Democratic",2006-06-05,46,47,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"SurveyUSA","","",452,"Likely.Voters","IVR","NonPartisan",2006-08-15,42,46,0,0,43.12,45.61,11.28,240613
"CO:2006:House:4","CO","2006","House",4,"Colorado",7,4,8,"SurveyUSA","","",424,"Likely.Voters","IVR","NonPartisan",2006-09-20,42,46,0,0,43.12,45.61,11.28,240613
"CO:2006:House:5","CO","2006","House",5,"Colorado",7,4,8,"SurveyUSA","","",596,"Likely.Voters","IVR","NonPartisan",2006-11-03,42,51,0,0,40.35,59.62,0.03,206756
"CO:2006:House:5","CO","2006","House",5,"Colorado",7,4,8,"SurveyUSA","","",543,"Likely.Voters","IVR","NonPartisan",2006-10-18,38,51,0,0,40.35,59.62,0.03,206756
"CO:2006:House:5","CO","2006","House",5,"Colorado",7,4,8,"MasonDixon","","",400,"Likely.Voters","Phone","NonPartisan",2006-10-07,37,37,0,0,40.35,59.62,0.03,206756
"CO:2006:House:5","CO","2006","House",5,"Colorado",7,4,8,"Basswood","","",300,"Likely.Voters","Phone","Republican",2006-10-10,32,49,0,19,40.35,59.62,0.03,206756
"CO:2006:House:5","CO","2006","House",5,"Colorado",7,4,8,"MasonDixon","","",543,"Likely.Voters","Phone","NonPartisan",2006-10-27,40,47,0,0,40.35,59.62,0.03,206756
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"MasonDixon","","",400,"Likely.Voters","Phone","NonPartisan",2006-10-07,45,39,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"SurveyUSA","","",482,"Likely.Voters","IVR","NonPartisan",2006-09-25,54,37,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"SurveyUSA","","",589,"Likely.Voters","IVR","NonPartisan",2006-10-31,54,38,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"Zogby","","",500,"Likely.Voters","Phone","NonPartisan",2006-10-29,54,40,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"Zogby","","",500,"Likely.Voters","Phone","NonPartisan",2006-10-02,45,34,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"RTStrategies","ConstituentDynamics","",1014,"Likely.Voters","IVR","NonPartisan",2006-08-29,48,46,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"RTStrategies","ConstituentDynamics","",983,"Likely.Voters","IVR","NonPartisan",2006-10-26,51,46,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"RTStrategies","ConstituentDynamics","",991,"Likely.Voters","IVR","NonPartisan",2006-10-10,47,47,0,0,54.93,42.06,3,189172
"CO:2006:House:7","CO","2006","House",7,"Colorado",7,4,8,"SurveyUSA","","",535,"Likely.Voters","IVR","NonPartisan",2006-08-20,45,45,0,0,54.93,42.06,3,189172
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-11-01,37,46,5,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2000-09-14,41,43,4,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-24,40,44,4,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Tarrance","","",497,"Likely.Voters","Phone","Republican",2000-09-07,36,46,8,10,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",500,"Likely.Voters","Phone","NonPartisan",2000-09-29,35,44,8,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"TalmeyDrake","","",491,"Registered.Voters","Phone","NonPartisan",2000-10-04,33,45,6,16,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-25,38,45,4,13,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-30,37,46,5,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-11-03,38,47,5,10,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-11-02,36,48,5,10,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-27,36,47,5,11,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-26,37,47,4,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-29,34,48,6,12,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-31,36,44,6,14,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"Ciruli","","",400,"Registered.Voters","Phone","NonPartisan",2000-10-28,35,50,5,9,42.39,50.75,6.86,1741365
"CO:2000:Pres:0","CO","2000","Pres",0,"Colorado",7,4,8,"TalmeyDrake","","",534,"Registered.Voters","Phone","NonPartisan",2000-09-06,40,43,6,11,42.39,50.75,6.86,1741365
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"PPP","","",1084,"Likely.Voters","IVR","Partisan",2008-09-21,51,44,0,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-02-11,46,39,9,6,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Targetpoint","NewLeadership","",604,"Likely.Voters","Phone","Partisan",2008-04-07,39,51,0,10,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Tarrance","","",495,"Likely.Voters","Phone","Partisan",2008-09-03,45,47,0,0,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"RockyMountainNews","News4","",500,"Likely.Voters","Phone","NonPartisan",2008-08-13,41,44,7,8,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"PPP","","",2023,"Likely.Voters","IVR","Partisan",2008-10-30,54,44,0,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",500,"Likely.Voters","IVR","NonPartisan",2008-09-14,46,48,4,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"InsiderAdvantage","","",576,"Likely.Voters","IVR","NonPartisan",2008-10-20,51,46,1,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"QuinnipiacUniv","WSJ","NYPost",1418,"Likely.Voters","Phone","NonPartisan",2008-09-21,49,45,1,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"YouGov","","",685,"Registered.Voters","Internet","NonPartisan",2008-11-01,55,40,2,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"MasonDixon","","",400,"Likely.Voters","Phone","NonPartisan",2008-08-15,46,43,0,11,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"PPP","","",933,"Likely.Voters","IVR","Partisan",2008-08-07,48,44,0,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2008-09-25,45,48,3,4,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"InsiderAdvantage","","",505,"Likely.Voters","IVR","NonPartisan",2008-09-23,50,41,3,6,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"CNN","Time","",794,"Likely.Voters","Phone","NonPartisan",2008-09-23,51,47,0,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"SuffolkUniv","","",450,"Likely.Voters","Phone","NonPartisan",2008-08-24,44,39,4,12,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"NationalJournal","Allstate","",402,"Registered.Voters","Phone","NonPartisan",2008-09-15,45,44,0,9,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",500,"Likely.Voters","IVR","NonPartisan",2008-09-28,49,48,1,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"SuffolkUniv","","",450,"Likely.Voters","Phone","NonPartisan",2008-10-13,47,43,3,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"QuinnipiacUniv","WSJ","NYPost",1425,"Likely.Voters","Phone","NonPartisan",2008-07-22,44,46,3,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"MaristCollege","","",682,"Likely.Voters","Phone","NonPartisan",2008-10-28,51,45,2,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Zogby","","",717,"Likely.Voters","Internet","NonPartisan",2008-08-19,44,38,10,8,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"InsiderAdvantage","","",508,"Likely.Voters","IVR","NonPartisan",2008-09-17,51,41,2,6,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Zogby","","",825,"Likely.Voters","Internet","NonPartisan",2008-09-12,46,48,0,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"RockyMountainNews","News4","",500,"Likely.Voters","Phone","NonPartisan",2008-10-23,52,40,4,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"PPP","","",1331,"Likely.Voters","IVR","Partisan",2008-10-10,52,42,0,6,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Hill","","",553,"Likely.Voters","Phone","Partisan",2008-08-24,43,40,0,0,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"QuinnipiacUniv","WSJ","NYPost",1088,"Likely.Voters","Phone","NonPartisan",2008-10-12,52,43,1,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"CNN","Time","",670,"Registered.Voters","Phone","NonPartisan",2008-08-26,46,47,1,6,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-05-19,48,42,5,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Frecerick","","",700,"Likely.Voters","Phone","Partisan",2008-07-22,45,41,0,14,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"MasonDixon","","",625,"Likely.Voters","Phone","NonPartisan",2008-10-01,44,44,0,12,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Zogby","","",951,"Likely.Voters","Internet","NonPartisan",2008-10-20,48,48,0,4,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2008-09-13,44,46,3,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Gfk","AP","",626,"Likely.Voters","Phone","NonPartisan",2008-10-26,50,41,4,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"SurveyUSA","","",631,"Registered.Voters","IVR","NonPartisan",2008-02-28,50,41,0,9,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"MasonDixon","","",625,"Likely.Voters","Phone","NonPartisan",2008-10-29,49,44,0,0,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Ciruli","","",501,"Likely.Voters","Phone","NonPartisan",2008-09-23,44,43,3,10,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",1000,"Likely.Voters","IVR","NonPartisan",2008-10-19,51,46,0,3,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",1000,"Likely.Voters","IVR","NonPartisan",2008-10-05,51,45,3,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Zogby","","",780,"Likely.Voters","Internet","NonPartisan",2008-06-30,40,38,14,8,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2008-10-30,52,45,0,4,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"NationalJournal","Allstate","",409,"Registered.Voters","Phone","NonPartisan",2008-10-27,48,44,0,3,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",1000,"Likely.Voters","IVR","NonPartisan",2008-10-26,50,46,1,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-06-17,43,41,8,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"PPP","","",1078,"Likely.Voters","IVR","Partisan",2008-09-09,47,46,0,7,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",1000,"Likely.Voters","IVR","NonPartisan",2008-11-02,51,47,1,1,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"CNN","Time","",774,"Likely.Voters","Phone","NonPartisan",2008-10-28,53,45,1,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-08-13,48,49,1,2,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"QuinnipiacUniv","","",1060,"Likely.Voters","Phone","NonPartisan",2008-08-21,46,47,2,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"QuinnipiacUniv","WSJ","NYPost",1351,"Likely.Voters","Phone","NonPartisan",2008-06-24,49,44,2,5,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"InsiderAdvantage","","",501,"Likely.Voters","IVR","NonPartisan",2008-09-10,49,46,1,4,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-07-21,50,47,1,3,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"InsiderAdvantage","","",600,"Likely.Voters","IVR","NonPartisan",2008-10-26,53,45,0,0,53.66,44.71,1.63,2401462
"CO:2008:Pres:0","CO","2008","Pres",0,"Colorado",7,4,8,"Rasmussen","Fox","",500,"Likely.Voters","IVR","NonPartisan",2008-09-07,49,46,2,2,53.66,44.71,1.63,2401462
